concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,partition_0
36078464,Naltrexone 50mg tablets,Drug,dm+d,AMP,,37453611000001102,1970-01-01,2099-12-31,,1
42828402,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,68788708403,2018-03-01,2020-06-01,D,1
42708189,0.6 ML methylnaltrexone bromide 20 MG/ML Prefilled Syringe [Relistor],Drug,RxNorm,Quant Branded Drug,S,1244062,2012-05-07,2099-12-31,,1
41410510,0.6 ML methylnaltrexone 20 MG/ML Injectable Solution [Relistor],Drug,RxNorm Extension,Quant Branded Drug,,OMOP2608472,2017-08-24,2018-08-01,U,1
43243847,Methylnaltrexone Bromide,Drug,BDPM,Ingredient,,65961,1970-01-01,2099-12-31,,1
36492984,naltrexone hydrochloride and bupropion hydorchloride 8mg/1 / 90mg/1 ORAL TABLET. EXTENDED RELEASE [naltrexone hydrochloride and bupropion hydrochloride extended-release],Drug,NDC,9-digit NDC,,000510629,2014-10-22,2099-12-31,,1
43155284,Naltrexone 50 MG Delayed Release Oral Tablet [NALTREXONE INTAS],Drug,RxNorm Extension,Branded Drug,S,OMOP459203,2017-08-24,2099-12-31,,1
40739525,Naltrexone 2.4 MG Oral Capsule,Drug,RxNorm Extension,Clinical Drug,S,OMOP4717705,2018-06-04,2099-12-31,,1
45222565,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,504360105,1998-05-08,2099-12-31,,1
36924133,naltrexone 4.5 MG Oral Capsule Box of 1 by Drug Tariff Special Order,Drug,RxNorm Extension,Marketed Product,S,OMOP5199520,2023-05-22,2099-12-31,,1
42683522,Bupropion 90 MG / Naltrexone 8 MG Extended Release Oral Capsule [Mysimba] Box of 112,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4912313,2020-03-01,2099-12-31,,1
3980966,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,c67a22bb-d2bd-4da5-9d3e-6b5281f10891,2023-09-08,2099-12-31,,1
630157,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,500904926,2012-01-18,2099-12-31,,1
44887179,Naltrexone 112 MG/ML Injectable Suspension [Vivitrol],Drug,NDC,11-digit NDC,,63459030042,2007-06-01,2013-01-01,D,1
43155285,Naltrexone 50 MG Delayed Release Oral Tablet [ReVia] Box of 28,Drug,RxNorm Extension,Branded Drug Box,S,OMOP459267,2017-08-24,2099-12-31,,1
40134089,Naltrexone 95 MG/ML Injectable Suspension,Drug,RxNorm,Clinical Drug,,636639,2006-07-09,2007-01-28,U,1
40166388,morphine / naltrexone Extended Release Oral Capsule,Drug,RxNorm,Clinical Drug Form,S,863844,2009-10-04,2099-12-31,,1
1714346,Naltrexone 25 MG,Drug,RxNorm,Clinical Drug Comp,,451736,1970-01-01,2014-01-05,U,1
21243837,Naltrexone 3mg/5ml oral solution 1 ml,Drug,dm+d,VMPP,,12255611000001104,1970-01-01,2099-12-31,,1
748153,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,71335206206,2022-04-01,2099-12-31,,1
21086510,Naltrexone 50 MG Oral Tablet by Alliance,Drug,RxNorm Extension,Marketed Product,S,OMOP280282,2017-08-24,2099-12-31,,1
3991156,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,b0c2b60a-dc96-483b-933e-2fed58b64372,2012-02-29,2099-12-31,,1
37124549,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,ab44332a-6f04-4f07-8209-e472206d5707,2012-02-29,2099-12-31,,1
4247996,Naltrexone hydrochloride 100 mg oral tablet,Drug,SNOMED,Clinical Drug,,409461000,2004-07-31,2099-12-31,,1
21177278,100 ML Naltrexone 1 MG/ML Oral Suspension,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP324557,2017-08-24,2099-12-31,,1
40987711,Naltrexone Oral Tablet [Nrexon Hcl],Drug,RxNorm Extension,Branded Drug Form,,OMOP2185673,2017-07-30,2017-08-23,U,1
42683526,Bupropion / Naltrexone Extended Release Oral Capsule [Mysimba],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4912309,2020-03-01,2099-12-31,,1
2973080,Naltrexone Hydrochloride 8 Mg + Bupropion Hydrochloride 90 Mg Modified Release Tablet,Drug,AMT,Med Product Unit,,1256781000168102,2016-11-01,2099-12-31,,1
41155281,Naltrexone 50 MG Oral Tablet [Nrexon Hcl Kp] Box of 28,Drug,RxNorm Extension,Branded Drug Box,,OMOP2353243,2017-07-30,2023-08-02,U,1
43133231,Naltrexone Delayed Release Oral Tablet [Nalorex],Drug,RxNorm Extension,Branded Drug Form,S,OMOP459077,2017-08-24,2099-12-31,,1
45822948,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,473350326,2012-02-29,2099-12-31,,1
45325401,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51224020650,2014-01-01,2099-12-31,,1
40221228,naltrexone hydrochloride 9.6 MG,Drug,RxNorm,Clinical Drug Comp,S,1806733,2016-10-03,2099-12-31,,1
748331,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,71335206201,2022-04-01,2099-12-31,,1
45648289,METHYLNALTREXONE BROMIDE 12 mg in 0.6 mL SUBCUTANEOUS INJECTION. SOLUTION [Relistor],Drug,SPL,SPL,,2eb244b0-5595-4fbe-026e-c5f6b3198836,1970-01-01,2099-12-31,,1
36257631,Naltrexone 50 MG Oral Tablet [NALTREXONE ACCORD] Box of 28,Drug,RxNorm Extension,Branded Drug Box,S,OMOP3108506,2017-10-01,2099-12-31,,1
41197064,Naltrexone 50 MG Oral Tablet [Nrexonhydrochlorid Accord] Box of 28 by Accord,Drug,RxNorm Extension,Marketed Product,S,OMOP2395026,2017-08-24,2099-12-31,,1
45648880,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,49aa3d6d-2270-4615-aafa-b440859ab870,2024-02-15,2099-12-31,,1
580505,NALTREXONE HYDROCHLORIDE DIHYDRATE 100 % MISCELL POWDER (GRAM),Drug,GCN_SEQNO,GCN_SEQNO,,072446,2015-11-19,2099-12-31,,1
40151065,methylnaltrexone Injectable Solution [Relistor],Drug,RxNorm,Branded Drug Form,,796993,2008-06-29,2015-09-07,D,1
43155282,Naltrexone Delayed Release Oral Tablet [NALTREXONE INTAS],Drug,RxNorm Extension,Branded Drug Form,S,OMOP459080,2017-08-24,2099-12-31,,1
42949477,Naltrexone 25 MG [I-REXONE],Drug,RxNorm Extension,Branded Drug Comp,S,OMOP4676061,2018-08-21,2099-12-31,,1
37491820,Methylnaltrexone Bromide,Drug,CTD,Ingredient,,73232-52-7,1970-01-01,2099-12-31,,1
41321346,Naltrexone 50 MG Oral Tablet [Nalorex] Box of 30 by Gerke,Drug,RxNorm Extension,Marketed Product,S,OMOP2519308,2017-08-24,2099-12-31,,1
36135787,naltrexone hydrochloride and bupropion hydrochloride 8mg/1 / 90mg/1 ORAL TABLET. EXTENDED RELEASE [contrave extended-release],Drug,SPL,Prescription Drug,C,b6ebca52-e610-46c6-80c8-c4f458525f2b,2014-10-22,2099-12-31,,1
3982218,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,231550886,2023-10-06,2099-12-31,,1
4354981,LEVOMETHADYL/NALTREXONE,Drug,NDFRT,Drug Interaction,,N0000034748,1970-01-01,2014-11-30,D,1
21125586,Naltrexone 50 MG Oral Tablet [Opizone] Box of 28 by Genus,Drug,RxNorm Extension,Marketed Product,S,OMOP280301,2017-08-24,2099-12-31,,1
21027604,Naltrexone 4.8 MG Oral Capsule Box of 1,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP280321,2017-08-24,2099-12-31,,1
45040335,NALTREXONE HCL POWDER,Drug,NDC,11-digit NDC,,63370015825,2013-08-05,2099-12-31,,1
45125975,0.6 ML methylnaltrexone bromide 20 MG/ML Prefilled Syringe [Relistor],Drug,NDC,11-digit NDC,,65649055103,2012-03-01,2099-12-31,,1
45854319,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,680940853,2014-10-29,2099-12-31,,1
36952701,naltrexone 4.5 MG Oral Capsule Box of 30,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP5199521,2023-05-22,2099-12-31,,1
36941482,naltrexone 50 MG Oral Tablet [Adepend] by Aop Orphanc,Drug,RxNorm Extension,Marketed Product,S,OMOP5199527,2023-05-22,2099-12-31,,1
37138699,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,a222a9a2-0e79-4a6a-8f41-9d5a7d8f36ae,2002-03-22,2099-12-31,,1
21604824,naltrexone; oral,Drug,ATC,ATC 5th,C,N07BB04,1970-01-01,2099-12-31,,1
46320383,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,60276f5c-657a-4b60-bcd0-44234903d7e0,2019-06-18,2099-12-31,,1
631572,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,784ff1df-0d5b-43d4-a819-0e4f45f8af1e,2012-01-18,2099-12-31,,1
628332,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,79b4d5f1-fe38-403b-b2d9-4bdcc066b750,2022-11-09,2099-12-31,,1
44153502,Naltrexone Hydrochloride Tablets Usp [Drug],Drug,DPD,Drug Product,,2451883,1970-01-01,2099-12-31,,1
40739514,Naltrexone 50 MG Oral Tablet [Nalorex] Box of 28 by Sigma,Drug,RxNorm Extension,Marketed Product,S,OMOP4717715,2018-06-04,2099-12-31,,1
36191311,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,500902866,2013-09-23,2099-12-31,,1
40063519,Naltrexone Oral Tablet [ReVia],Drug,RxNorm,Branded Drug Form,,384662,1970-01-01,2019-03-31,D,1
1609216,BUPROPION/NALTREXONE,Drug,VANDF,Drug Product,,4033706,1970-01-01,2099-12-31,,1
40692868,Naltrexone 25mg/5ml oral solution 1 ml,Drug,dm+d,VMPP,,35546311000001109,1970-01-01,2099-12-31,,1
36840445,NALTREXONE HYDROCHLORIDE DIHYDRATE,Drug,OMOP Invest Drug,Precise Ingredient,,5P80UKS30B,1970-01-01,2099-12-31,,1
43302713,Naltrexone Hydrochloride (Qp) 50 Mg Tablet. 30,Drug,AMT,Trade Product Pack,,32354011000036103,2016-11-01,2099-12-31,,1
43338673,Naltrexone Hydrochloride (Generic Health) 50 Mg Tablet. 30. Blister Pack,Drug,AMT,Containered Pack,,921833011000036102,2016-11-01,2099-12-31,,1
45286582,Methylnaltrexone bromide KIT [Relistor],Drug,NDC,9-digit NDC,,065649553,2013-08-05,2099-12-31,,1
45359183,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,50436010501,2014-01-01,2020-08-01,D,1
42375170,naltrexone hydrochloride 25mg,Drug,EDI,Drug Product,,651903870,1970-01-01,2099-12-31,,1
42949471,Naltrexone 25 MG Oral Tablet [WHANIN NALTREXON],Drug,RxNorm Extension,Branded Drug,S,OMOP4676055,2018-08-21,2099-12-31,,1
4349835,Naltrexone,Drug,NDFRT,Chemical Structure,,N0000007313,1970-01-01,2099-12-31,,1
21086513,Naltrexone 1 MG/ML Oral Suspension by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP280313,2017-08-24,2023-08-02,U,1
21030000,100 ML Naltrexone 1 MG/ML Oral Suspension by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP324559,2017-08-24,2023-08-02,U,1
37133723,naltrexone hydrochloride and bupropion hydrochloride 8mg/1 / 90mg/1 ORAL TABLET. EXTENDED RELEASE [contrave extended-release],Drug,SPL,Prescription Drug,C,ab1b082f-fd25-43f7-b7ea-13a34aa05cc2,2014-10-22,2099-12-31,,1
45196979,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,00179179271,2007-06-01,2012-06-01,D,1
45376926,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,52152010504,2007-06-01,2011-02-01,D,1
36502310,Methylnaltrexone Bromide 150 MG Oral Tablet,Drug,GPI,GPI,,52580050100320,2017-12-14,2099-12-31,,1
21037365,Naltrexone 50 MG Oral Tablet by Accord,Drug,RxNorm Extension,Marketed Product,S,OMOP280279,2017-08-24,2099-12-31,,1
1626592,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,62135024290,2022-01-01,2099-12-31,,1
44869830,NALTREXONE HCL POWDER,Drug,NDC,11-digit NDC,,62991124302,2013-08-05,2099-12-31,,1
44429557,Methylnaltrexone bromide 150 MG Oral Tablet [Relistor],Drug,NDC,11-digit NDC,,65649015060,2016-09-01,2020-04-01,D,1
37139988,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,50090682000,2023-11-14,2099-12-31,,1
36006000,naltrexone hydrochloride and bupropion hydrochloride 8mg/1 / 90mg/1 ORAL TABLET. EXTENDED RELEASE [contrave extended-release],Drug,SPL,Prescription Drug,C,a9fe3f7a-3d56-460a-8dda-7aa9acac9ba8,2014-10-22,2099-12-31,,1
37488691,Methylnaltrexone,Drug,CTD,Ingredient,,916055-93-1,1970-01-01,2099-12-31,,1
45026807,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,00179197771,2009-01-01,2012-06-01,D,1
35505301,naltrexone hydrochloride and bupropion hydrochloride 8mg/1 / 90mg/1 ORAL TABLET. FILM COATED. EXTENDED RELEASE,Drug,NDC,9-digit NDC,,500902868,2014-09-10,2099-12-31,,1
45376326,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129173501,2007-06-01,2012-06-01,D,1
45325847,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,52152010502,2007-06-01,2013-01-01,D,1
41061028,Naltrexone 50 MG Oral Tablet [Nrexonhydrochlorid Accord],Drug,RxNorm Extension,Branded Drug,S,OMOP2258990,2017-08-24,2099-12-31,,1
37130649,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,ba53c1a1-0bc1-444f-9dc8-fbd07df724d0,2002-03-22,2099-12-31,,1
42802614,NALTREXONE HYDROCHLORIDE AND BUPROPION HYDROCHLORIDE EXTENDED-RELEASE - naltrexone hydrochloride and bupropion hydorchloride tablet. extended release,Drug,SPL,Prescription Drug,C,bad555b7-ca04-47e8-bf90-559262c6c06f,2017-10-19,2099-12-31,,1
21106130,Naltrexone 2 MG Oral Capsule Box of 1,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP280270,2017-08-24,2099-12-31,,1
21177063,0.6 ML methylnaltrexone 20 MG/ML Prefilled Syringe [Relistor] Box of 7,Drug,RxNorm Extension,Quant Branded Box,S,OMOP287660,2017-08-24,2099-12-31,,1
21067968,1 ML Naltrexone 1 MG/ML Oral Solution,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP301942,2017-08-24,2099-12-31,,1
40823534,Naltrexone 50 MG [Nrexon Hcl],Drug,RxNorm Extension,Branded Drug Comp,,OMOP2021496,2017-07-30,2017-08-23,U,1
43677406,Naltrexone 50 MG Oral Tablet [Naltrexon Hcl Aop] by Orphan,Drug,RxNorm Extension,Marketed Product,S,OMOP675755,2017-08-24,2099-12-31,,1
35999770,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,70518271801,2020-12-01,2022-01-01,D,1
42644671,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,71335148004,2020-04-01,2099-12-31,,1
41410790,0.6 ML methylnaltrexone 20 MG/ML Injectable Solution Box of 7,Drug,RxNorm Extension,Quant Clinical Box,S,OMOP2608752,2017-08-24,2099-12-31,,1
19027771,methylnaltrexone 20 MG/ML [Relistor],Drug,RxNorm,Branded Drug Comp,,796992,2008-06-29,2010-06-05,U,1
42906700,PHARMA NALTREXONE,Drug,RxNorm Extension,Brand Name,,OMOP4633621,1970-01-01,2099-12-31,,1
42810233,naltrexone hydrochloride and bupropion hydrochloride 8mg/1 / 90mg/1 ORAL TABLET. EXTENDED RELEASE [contrave extended-release],Drug,SPL,Prescription Drug,C,49cd5e96-8258-4fbb-a471-4985ae541b5a,2014-10-22,2099-12-31,,1
41321347,Naltrexone 50 MG Oral Tablet Box of 28 by Neuraxpharm,Drug,RxNorm Extension,Marketed Product,S,OMOP2519309,2017-08-24,2099-12-31,,1
44396734,naltrexone KIT [vivitrol],Drug,SPL,Prescription Drug,C,9e524c53-e3fe-4b53-9efc-d2a4142d2343,2006-06-13,2099-12-31,,1
45386484,Naltrexone Powder,Drug,GPI,GPI,,96684239902900,1970-01-01,2099-12-31,,1
3158995,Naltrexone microspheres 380mg powder for injection solution vial + diluent,Drug,Nebraska Lexicon,Pharma/Biol Product,,420553009,2017-07-30,2017-07-31,U,1
19103121,Naltrexone 25 MG Oral Tablet,Drug,RxNorm,Clinical Drug,,406373,1970-01-01,2014-01-05,U,1
42949490,Naltrexone Oral Tablet [PHARMA NALTREXONE],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4676073,2018-08-21,2099-12-31,,1
3981820,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,64620e9e-ef95-43e7-b03f-28d4c607b7d8,2023-10-06,2099-12-31,,1
45797958,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,c01fef04-5201-4a2a-be9f-59955c45d1dc,2013-09-23,2099-12-31,,1
36467300,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,50090392900,2019-01-01,2023-07-01,D,1
41112683,Naltrexone Oral Tablet [Nrexonhydrochlorid Accord],Drug,RxNorm Extension,Branded Drug Form,S,OMOP2310645,2017-08-24,2099-12-31,,1
35998164,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,b4901def-ccf7-db77-e053-2a95a90a1bed,2020-05-01,2099-12-31,,1
45210206,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,61392046695,2007-06-01,2012-06-01,D,1
45863232,12 HR Bupropion Hydrochloride 90 MG / Naltrexone hydrochloride 8 MG Extended Release Oral Tablet [Contrave],Drug,NDC,11-digit NDC,,64764089099,2014-11-01,2020-02-01,D,1
37301980,naltrexone KIT [vivitrol],Drug,SPL,Prescription Drug,C,0838fc53-35f9-4f09-be39-1412b4cd6988,2006-06-13,2099-12-31,,1
45675438,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,121b1289-f9a6-46f1-bbb4-5ce4a6bd89a6,1998-05-08,2099-12-31,,1
45711520,NALTREXONE HCL 50 mg ORAL TABLET,Drug,GCN_SEQNO,GCN_SEQNO,,004518,1970-01-01,2099-12-31,,1
35775808,Naltrexone 50 MG Delayed Release Oral Tablet by Orphan,Drug,RxNorm Extension,Marketed Product,S,OMOP2777269,2017-08-24,2099-12-31,,1
21086511,Naltrexone 50 MG Oral Tablet Box of 28 by A A H,Drug,RxNorm Extension,Marketed Product,S,OMOP280292,2017-08-24,2099-12-31,,1
21037368,Naltrexone 0.6 MG/ML,Drug,RxNorm Extension,Clinical Drug Comp,S,OMOP280328,2017-08-24,2099-12-31,,1
43731063,Naltrexone Oral Tablet [Naltrexon-Hcl Neuraxpharm],Drug,RxNorm Extension,Branded Drug Form,S,OMOP675741,2017-08-24,2099-12-31,,1
40946906,Naltrexone 50 MG Oral Tablet [Nalorex] Box of 28 by Emra-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2144868,2017-08-24,2099-12-31,,1
36249045,bupropion / naltrexone Oral Product,Drug,RxNorm,Clinical Dose Group,C,1551464,2016-08-01,2099-12-31,,1
40747736,Bupropion 90 MG / Naltrexone 8 MG [Mysimba],Drug,RxNorm Extension,Branded Drug Comp,S,OMOP4709552,2018-06-04,2099-12-31,,1
43563045,METHYLNALTREXONE BROMIDE 12MG/0.6ML INJ.SYR,Drug,NDFRT,VA Product,,N0000188234,2013-10-07,2099-12-31,,1
21187493,Naltrexone 1.5mg capsules 1 capsule,Drug,dm+d,VMPP,,14790311000001108,1970-01-01,2099-12-31,,1
3198411,Methylnaltrexone,Drug,Nebraska Lexicon,Substance,,431072004,2008-07-31,2099-12-31,,1
3196300,Methylnaltrexone bromide,Drug,Nebraska Lexicon,Substance,,433519000,2008-07-31,2099-12-31,,1
21116961,1 ML Naltrexone 0.2 MG/ML Oral Solution by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP301938,2017-08-24,2023-08-02,U,1
40220707,methylnaltrexone Oral Tablet,Drug,RxNorm,Clinical Drug Form,S,1801513,2016-10-03,2099-12-31,,1
46292872,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,ca7b968e-c2e5-4c04-af36-acf04e8b8f77,2018-10-23,2099-12-31,,1
45400743,Morphine-Naltrexone 30-1.2 MG Oral Capsule Extended Release,Drug,GPI,GPI,,65100055700230,1970-01-01,2099-12-31,,1
21066848,Naltrexone 50 MG Oral Tablet [Opizone] Box of 28,Drug,RxNorm Extension,Branded Drug Box,S,OMOP280300,2017-08-24,2099-12-31,,1
46309676,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,15109f04-6738-4d7c-a5fa-38416d4584f6,2018-05-21,2099-12-31,,1
40221216,naltrexone hydrochloride 4.8 MG,Drug,RxNorm,Clinical Drug Comp,S,1806721,2016-10-03,2099-12-31,,1
40216628,NALTREXONE/OPIUM,Drug,NDFRT,Drug Interaction,,N0000177997,1970-01-01,2014-11-30,D,1
40216632,NALTREXONE/REMIFENTANIL HYDROCHLORIDE,Drug,NDFRT,Drug Interaction,,N0000178001,1970-01-01,2014-11-30,D,1
42863044,MORPHINE SO4 50MG/NALTREXONE HCL 2MG CAP.SA,Drug,NDFRT,VA Product,,N0000181700,2012-06-04,2099-12-31,,1
19006313,naltrexone hydrochloride,Drug,RxNorm,Precise Ingredient,,105069,1970-01-01,2099-12-31,,1
44424085,methylnaltrexone bromide 150 MG Oral Tablet [Relistor],Drug,NDC,11-digit NDC,,65649015090,2016-09-01,2099-12-31,,1
748329,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,71335206203,2022-04-01,2099-12-31,,1
35861564,naltrexone 50 MG [Nuoxinsheng],Drug,RxNorm Extension,Branded Drug Comp,S,OMOP5018503,2020-10-02,2099-12-31,,1
2918166,naltrexone 50 MG Oral Tablet Box of 30 by APO,Drug,RxNorm Extension,Marketed Product,S,OMOP5134991,2021-06-30,2099-12-31,,1
44889432,0.4 ML Methylnaltrexone bromide 20 MG/ML Prefilled Syringe [Relistor],Drug,NDC,11-digit NDC,,00008122510,2012-03-01,2014-02-01,D,1
1714350,Naltrexone 112 MG/ML,Drug,RxNorm,Clinical Drug Comp,,637212,2006-07-09,2016-05-01,D,1
40739516,Naltrexone 50 MG Oral Tablet [Adepend] Box of 28 by AOP,Drug,RxNorm Extension,Marketed Product,S,OMOP4717713,2018-06-04,2099-12-31,,1
35407059,Naltrexone 50 MG Delayed Release Oral Tablet [NALTREXONE ACCORD] Box of 28 by Accord,Drug,RxNorm Extension,Marketed Product,S,OMOP1140644,2017-08-24,2099-12-31,,1
36375888,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,af86d6b3-98cb-528b-e053-2995a90a7da9,2013-09-23,2099-12-31,,1
45820474,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,430630469,1998-05-08,2099-12-31,,1
45035515,NALTREXONE HCL POWDER,Drug,NDC,11-digit NDC,,51552073702,2013-08-05,2099-12-31,,1
21225638,Naltrexone 12.5mg/5ml oral suspension 1 ml,Drug,dm+d,VMPP,,8637011000001108,1970-01-01,2099-12-31,,1
36802104,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,adb7c4dc-221a-4d91-9687-0d78913a92ad,2023-10-05,2099-12-31,,1
36173911,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,d385eb6e-c702-40ce-8f21-a0070da6d3a6,2012-01-18,2099-12-31,,1
1522410,Naltrexone HCl Tab 50 MG,Drug,GPI,GPI,,65400030100305,2015-05-06,2099-12-31,,1
42819446,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,b0b57162-11f5-4654-a45b-42164674295c,2012-01-18,2099-12-31,,1
21076748,Naltrexone 3.2 MG Oral Capsule,Drug,RxNorm Extension,Clinical Drug,S,OMOP280323,2017-08-24,2099-12-31,,1
37204876,Morphine- and naltrexone-containing product,Drug,SNOMED,Pharma/Biol Product,,783809007,2019-07-31,2099-12-31,,1
44855597,Naltrexone 50 MG Oral Tablet [ReVia],Drug,NDC,11-digit NDC,,00056007950,2007-06-01,2011-01-01,D,1
21243838,Naltrexone 1mg/5ml oral solution 1 ml,Drug,dm+d,VMPP,,12254211000001102,1970-01-01,2099-12-31,,1
21179700,Naltrexone 5mg/5ml oral suspension,Drug,dm+d,VMP,,16110311000001105,1970-01-01,2099-12-31,,1
36087570,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,2c4e9899-d73e-420c-a158-c54600f2c03c,2013-09-23,2099-12-31,,1
40134090,Naltrexone Injectable Suspension,Drug,RxNorm,Clinical Drug Form,,636638,2006-07-09,2016-05-01,D,1
40185298,0.6 ML methylnaltrexone bromide 20 MG/ML Injection [Relistor],Drug,RxNorm,Quant Branded Drug,S,979115,2010-06-06,2099-12-31,,1
45313223,NALTREXONE HCL POWDER,Drug,NDC,11-digit NDC,,62991124301,2013-08-05,2099-12-31,,1
44927817,NALTREXONE HYDROCHLORIDE 50 Naltrexone Hydrochloride [HUMAN PRESCRIPTION DRUG],Drug,NDC,9-digit NDC,,043063469,2013-10-02,2099-12-31,,1
44519038,APO-NALTREXONE,Drug,DPD,Brand Name,,OMOP99110,1970-01-01,2017-06-24,D,1
40747733,Bupropion 90 MG / Naltrexone 8 MG Extended Release Oral Tablet [Mysimba] Box of 112,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4709555,2018-06-04,2099-12-31,,1
4324341,Methylnaltrexone-containing product,Drug,SNOMED,Pharma/Biol Product,,429838001,2008-07-31,2099-12-31,,1
42708188,0.6 ML methylnaltrexone bromide 20 MG/ML Prefilled Syringe,Drug,RxNorm,Quant Clinical Drug,S,1244060,2012-05-07,2099-12-31,,1
1789253,naltrexone KIT [vivitrol],Drug,SPL,Prescription Drug,C,9932a206-da79-4430-a115-61c50621a9c1,2006-06-13,2099-12-31,,1
21026733,methylnaltrexone 20 MG/ML Prefilled Syringe [Relistor] Box of 7,Drug,RxNorm Extension,Branded Drug Box,S,OMOP264832,2017-08-24,2099-12-31,,1
21037364,Naltrexone 0.3 MG/ML,Drug,RxNorm Extension,Clinical Drug Comp,S,OMOP280272,2017-08-24,2099-12-31,,1
