concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
45605472,Other stimulant dependence with stimulant-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F15.24,1/1/70,12/31/99,NA
1568158,Other stimulant dependence with stimulant-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F15.25,1/1/12,12/31/99,NA
45571732,Other stimulant dependence with stimulant-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F15.250,1/1/70,12/31/99,NA
45542810,Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F15.251,1/1/70,12/31/99,NA
45538037,"Other stimulant dependence with stimulant-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F15.259,1/1/70,12/31/99,NA
45542811,Other stimulant dependence with stimulant-induced sexual dysfunction,Condition,ICD10CM,6-char billing code,NA,F15.281,1/1/70,12/31/99,NA
45542812,Other stimulant dependence with stimulant-induced sleep disorder,Condition,ICD10CM,6-char billing code,NA,F15.282,1/1/70,12/31/99,NA
45591111,Other stimulant dependence with unspecified stimulant-induced disorder,Condition,ICD10CM,5-char billing code,NA,F15.29,1/1/70,12/31/99,NA
45576516,Other stimulant dependence with withdrawal,Condition,ICD10CM,5-char billing code,NA,F15.23,1/1/70,12/31/99,NA
45542809,"Other stimulant dependence, in remission",Condition,ICD10CM,5-char billing code,NA,F15.21,1/1/70,12/31/99,NA
45595876,"Other stimulant dependence, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F15.20,1/1/70,12/31/99,NA
1568152,Other stimulant related disorders,Condition,ICD10CM,3-char nonbill code,NA,F15,1/1/12,12/31/99,NA
1568160,"Other stimulant use, unspecified",Condition,ICD10CM,4-char nonbill code,NA,F15.9,1/1/12,12/31/99,NA
1568161,"Other stimulant use, unspecified with intoxication",Condition,ICD10CM,5-char nonbill code,NA,F15.92,1/1/12,12/31/99,NA
45552447,"Other stimulant use, unspecified with intoxication delirium",Condition,ICD10CM,6-char billing code,NA,F15.921,1/1/70,12/31/99,NA
45586212,"Other stimulant use, unspecified with intoxication with perceptual disturbance",Condition,ICD10CM,6-char billing code,NA,F15.922,1/1/70,12/31/99,NA
45581431,"Other stimulant use, unspecified with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F15.920,1/1/70,12/31/99,NA
45566804,"Other stimulant use, unspecified with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F15.929,1/1/70,12/31/99,NA
1568163,"Other stimulant use, unspecified with other stimulant-induced disorder",Condition,ICD10CM,5-char nonbill code,NA,F15.98,1/1/12,12/31/99,NA
45542814,"Other stimulant use, unspecified with other stimulant-induced disorder",Condition,ICD10CM,6-char billing code,NA,F15.988,1/1/70,12/31/99,NA
45538040,"Other stimulant use, unspecified with stimulant-induced anxiety disorder",Condition,ICD10CM,6-char billing code,NA,F15.980,1/1/70,12/31/99,NA
45538039,"Other stimulant use, unspecified with stimulant-induced mood disorder",Condition,ICD10CM,5-char billing code,NA,F15.94,1/1/70,12/31/99,NA
1568162,"Other stimulant use, unspecified with stimulant-induced psychotic disorder",Condition,ICD10CM,5-char nonbill code,NA,F15.95,1/1/12,12/31/99,NA
45566805,"Other stimulant use, unspecified with stimulant-induced psychotic disorder with delusions",Condition,ICD10CM,6-char billing code,NA,F15.950,1/1/70,12/31/99,NA
45586213,"Other stimulant use, unspecified with stimulant-induced psychotic disorder with hallucinations",Condition,ICD10CM,6-char billing code,NA,F15.951,1/1/70,12/31/99,NA
45542813,"Other stimulant use, unspecified with stimulant-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F15.959,1/1/70,12/31/99,NA
45605473,"Other stimulant use, unspecified with stimulant-induced sexual dysfunction",Condition,ICD10CM,6-char billing code,NA,F15.981,1/1/70,12/31/99,NA
45586214,"Other stimulant use, unspecified with stimulant-induced sleep disorder",Condition,ICD10CM,6-char billing code,NA,F15.982,1/1/70,12/31/99,NA
45571733,"Other stimulant use, unspecified with unspecified stimulant-induced disorder",Condition,ICD10CM,5-char billing code,NA,F15.99,1/1/70,12/31/99,NA
45595878,"Other stimulant use, unspecified with withdrawal",Condition,ICD10CM,5-char billing code,NA,F15.93,1/1/70,12/31/99,NA
37402467,"Other stimulant use, unspecified, in remission",Condition,ICD10CM,5-char billing code,NA,F15.91,10/1/22,12/31/99,NA
45538038,"Other stimulant use, unspecified, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F15.90,1/1/70,12/31/99,NA
1568130,"Sedative, hypnotic or anxiolytic abuse with intoxication",Condition,ICD10CM,5-char nonbill code,NA,F13.12,1/1/12,12/31/99,NA
45538019,"Sedative, hypnotic or anxiolytic abuse with intoxication delirium",Condition,ICD10CM,6-char billing code,NA,F13.121,1/1/70,12/31/99,NA
45552436,"Sedative, hypnotic or anxiolytic abuse with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F13.120,1/1/70,12/31/99,NA
45562011,"Sedative, hypnotic or anxiolytic abuse with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F13.129,1/1/70,12/31/99,NA
45581418,"Sedative, hypnotic or anxiolytic abuse with other sedative, hypnotic or anxiolytic-induced disorder",Condition,ICD10CM,6-char billing code,NA,F13.188,1/1/70,12/31/99,NA
1568132,"Sedative, hypnotic or anxiolytic abuse with other sedative, hypnotic or anxiolytic-induced disorders",Condition,ICD10CM,5-char nonbill code,NA,F13.18,1/1/12,12/31/99,NA
45538021,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced anxiety disorder",Condition,ICD10CM,6-char billing code,NA,F13.180,1/1/70,12/31/99,NA
45595863,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced mood disorder",Condition,ICD10CM,5-char billing code,NA,F13.14,1/1/70,12/31/99,NA
1568131,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder",Condition,ICD10CM,5-char nonbill code,NA,F13.15,1/1/12,12/31/99,NA
45538020,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",Condition,ICD10CM,6-char billing code,NA,F13.150,1/1/70,12/31/99,NA
45562012,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",Condition,ICD10CM,6-char billing code,NA,F13.151,1/1/70,12/31/99,NA
45595864,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F13.159,1/1/70,12/31/99,NA
45591102,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced sexual dysfunction",Condition,ICD10CM,6-char billing code,NA,F13.181,1/1/70,12/31/99,NA
45552437,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced sleep disorder",Condition,ICD10CM,6-char billing code,NA,F13.182,1/1/70,12/31/99,NA
45571724,"Sedative, hypnotic or anxiolytic abuse with unspecified sedative, hypnotic or anxiolytic-induced disorder",Condition,ICD10CM,5-char billing code,NA,F13.19,1/1/70,12/31/99,NA
725283,"Sedative, hypnotic or anxiolytic abuse with withdrawal",Condition,ICD10CM,5-char nonbill code,NA,F13.13,1/1/21,12/31/99,NA
725285,"Sedative, hypnotic or anxiolytic abuse with withdrawal delirium",Condition,ICD10CM,6-char billing code,NA,F13.131,1/1/21,12/31/99,NA
725286,"Sedative, hypnotic or anxiolytic abuse with withdrawal with perceptual disturbance",Condition,ICD10CM,6-char billing code,NA,F13.132,1/1/21,12/31/99,NA
725284,"Sedative, hypnotic or anxiolytic abuse with withdrawal, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F13.130,1/1/21,12/31/99,NA
725287,"Sedative, hypnotic or anxiolytic abuse with withdrawal, unspecified",Condition,ICD10CM,6-char billing code,NA,F13.139,1/1/21,12/31/99,NA
1326500,"Sedative, hypnotic or anxiolytic abuse, in remission",Condition,ICD10CM,5-char billing code,NA,F13.11,1/1/18,12/31/99,NA
45562010,"Sedative, hypnotic or anxiolytic abuse, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F13.10,1/1/70,12/31/99,NA
1568134,"Sedative, hypnotic or anxiolytic dependence with intoxication",Condition,ICD10CM,5-char nonbill code,NA,F13.22,1/1/12,12/31/99,NA
45542802,"Sedative, hypnotic or anxiolytic dependence with intoxication delirium",Condition,ICD10CM,6-char billing code,NA,F13.221,1/1/70,12/31/99,NA
45552438,"Sedative, hypnotic or anxiolytic dependence with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F13.220,1/1/70,12/31/99,NA
45552439,"Sedative, hypnotic or anxiolytic dependence with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F13.229,1/1/70,12/31/99,NA
45566793,"Sedative, hypnotic or anxiolytic dependence with other sedative, hypnotic or anxiolytic-induced disorder",Condition,ICD10CM,6-char billing code,NA,F13.288,1/1/70,12/31/99,NA
1568135,"Sedative, hypnotic or anxiolytic dependence with other sedative, hypnotic or anxiolytic-induced disorders",Condition,ICD10CM,5-char nonbill code,NA,F13.28,1/1/12,12/31/99,NA
45562013,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced anxiety disorder",Condition,ICD10CM,6-char billing code,NA,F13.280,1/1/70,12/31/99,NA
45595866,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder",Condition,ICD10CM,5-char billing code,NA,F13.24,1/1/70,12/31/99,NA
45557168,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder",Condition,ICD10CM,5-char billing code,NA,F13.26,1/1/70,12/31/99,NA
45552440,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting dementia",Condition,ICD10CM,5-char billing code,NA,F13.27,1/1/70,12/31/99,NA
45538025,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder",Condition,ICD10CM,5-char nonbill code,NA,F13.25,12/30/06,12/31/99,NA
45581419,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",Condition,ICD10CM,6-char billing code,NA,F13.250,1/1/70,12/31/99,NA
45542803,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",Condition,ICD10CM,6-char billing code,NA,F13.251,1/1/70,12/31/99,NA
45576506,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F13.259,1/1/70,12/31/99,NA
45552441,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sexual dysfunction",Condition,ICD10CM,6-char billing code,NA,F13.281,1/1/70,12/31/99,NA
45552442,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sleep disorder",Condition,ICD10CM,6-char billing code,NA,F13.282,1/1/70,12/31/99,NA
45576507,"Sedative, hypnotic or anxiolytic dependence with unspecified sedative, hypnotic or anxiolytic-induced disorder",Condition,ICD10CM,5-char billing code,NA,F13.29,1/1/70,12/31/99,NA
45557167,"Sedative, hypnotic or anxiolytic dependence with withdrawal",Condition,ICD10CM,5-char nonbill code,NA,F13.23,12/30/06,12/31/99,NA
45538024,"Sedative, hypnotic or anxiolytic dependence with withdrawal delirium",Condition,ICD10CM,6-char billing code,NA,F13.231,1/1/70,12/31/99,NA
45595865,"Sedative, hypnotic or anxiolytic dependence with withdrawal with perceptual disturbance",Condition,ICD10CM,6-char billing code,NA,F13.232,1/1/70,12/31/99,NA
45538023,"Sedative, hypnotic or anxiolytic dependence with withdrawal, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F13.230,1/1/70,12/31/99,NA
45566792,"Sedative, hypnotic or anxiolytic dependence with withdrawal, unspecified",Condition,ICD10CM,6-char billing code,NA,F13.239,1/1/70,12/31/99,NA
45538022,"Sedative, hypnotic or anxiolytic dependence, in remission",Condition,ICD10CM,5-char billing code,NA,F13.21,1/1/70,12/31/99,NA
45576505,"Sedative, hypnotic or anxiolytic dependence, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F13.20,1/1/70,12/31/99,NA
1568137,"Sedative, hypnotic or anxiolytic use, unspecified with intoxication",Condition,ICD10CM,5-char nonbill code,NA,F13.92,1/1/12,12/31/99,NA
45595867,"Sedative, hypnotic or anxiolytic use, unspecified with intoxication delirium",Condition,ICD10CM,6-char billing code,NA,F13.921,1/1/70,12/31/99,NA
45542805,"Sedative, hypnotic or anxiolytic use, unspecified with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F13.920,1/1/70,12/31/99,NA
45566796,"Sedative, hypnotic or anxiolytic use, unspecified with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F13.929,1/1/70,12/31/99,NA
45595868,"Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorder",Condition,ICD10CM,6-char billing code,NA,F13.988,1/1/70,12/31/99,NA
1568140,"Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorders",Condition,ICD10CM,5-char nonbill code,NA,F13.98,1/1/12,12/31/99,NA
45562015,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced anxiety disorder",Condition,ICD10CM,6-char billing code,NA,F13.980,1/1/70,12/31/99,NA
45605466,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced mood disorder",Condition,ICD10CM,5-char billing code,NA,F13.94,1/1/70,12/31/99,NA
45533073,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder",Condition,ICD10CM,5-char billing code,NA,F13.96,1/1/70,12/31/99,NA
45542806,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting dementia",Condition,ICD10CM,5-char billing code,NA,F13.97,1/1/70,12/31/99,NA
1568139,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder",Condition,ICD10CM,5-char nonbill code,NA,F13.95,1/1/12,12/31/99,NA
45581422,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",Condition,ICD10CM,6-char billing code,NA,F13.950,1/1/70,12/31/99,NA
45571725,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",Condition,ICD10CM,6-char billing code,NA,F13.951,1/1/70,12/31/99,NA
45586204,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F13.959,1/1/70,12/31/99,NA
45576508,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sexual dysfunction",Condition,ICD10CM,6-char billing code,NA,F13.981,1/1/70,12/31/99,NA
45586205,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sleep disorder",Condition,ICD10CM,6-char billing code,NA,F13.982,1/1/70,12/31/99,NA
45547679,"Sedative, hypnotic or anxiolytic use, unspecified with unspecified sedative, hypnotic or anxiolytic-induced disorder",Condition,ICD10CM,5-char billing code,NA,F13.99,1/1/70,12/31/99,NA
1568138,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal",Condition,ICD10CM,5-char nonbill code,NA,F13.93,1/1/12,12/31/99,NA
45581421,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal delirium",Condition,ICD10CM,6-char billing code,NA,F13.931,1/1/70,12/31/99,NA
45538027,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal with perceptual disturbances",Condition,ICD10CM,6-char billing code,NA,F13.932,1/1/70,12/31/99,NA
45562014,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F13.930,1/1/70,12/31/99,NA
45566797,"Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, unspecified",Condition,ICD10CM,6-char billing code,NA,F13.939,1/1/70,12/31/99,NA
37402465,"Sedative, hypnotic or anxiolytic use, unspecified, in remission",Condition,ICD10CM,5-char billing code,NA,F13.91,10/1/22,12/31/99,NA
1568129,"Sedative, hypnotic or anxiolytic-related abuse",Condition,ICD10CM,4-char nonbill code,NA,F13.1,1/1/12,12/31/99,NA
1568133,"Sedative, hypnotic or anxiolytic-related dependence",Condition,ICD10CM,4-char nonbill code,NA,F13.2,1/1/12,12/31/99,NA
1568136,"Sedative, hypnotic or anxiolytic-related use, unspecified",Condition,ICD10CM,4-char nonbill code,NA,F13.9,1/1/12,12/31/99,NA
1568128,"Sedative, hypnotic, or anxiolytic related disorders",Condition,ICD10CM,3-char nonbill code,NA,F13,1/1/12,12/31/99,NA
45542804,"Sedative, hypnotic, or anxiolytic use, unspecified, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F13.90,1/1/70,12/31/99,NA
433735,Acute alcoholic intoxication in alcoholism,Condition,SNOMED,Clinical Finding,S,191802004,1/31/02,12/31/99,NA
607209,Acute intoxication,Condition,SNOMED,Clinical Finding,S,1149334009,7/31/21,12/31/99,NA
46287148,Acute stimulant intoxication,Condition,SNOMED,Clinical Finding,S,9.43111E+14,4/1/15,12/31/99,NA
433753,Alcohol abuse,Condition,SNOMED,Clinical Finding,S,15167005,1/31/02,12/31/99,NA
374623,Alcohol amnestic disorder,Condition,SNOMED,Clinical Finding,S,73097000,1/31/02,12/31/99,NA
435243,Alcohol dependence,Condition,SNOMED,Clinical Finding,S,66590003,1/31/02,12/31/99,NA
372607,Alcohol hallucinosis,Condition,SNOMED,Clinical Finding,S,7052005,1/31/02,12/31/99,NA
4104431,Alcohol intoxication,Condition,SNOMED,Clinical Finding,S,25702006,1/31/02,12/31/99,NA
4088373,Alcohol intoxication delirium,Condition,SNOMED,Clinical Finding,S,18653004,1/31/02,12/31/99,NA
377830,Alcohol withdrawal delirium,Condition,SNOMED,Clinical Finding,S,8635005,1/31/02,12/31/99,NA
439277,Alcohol withdrawal hallucinosis,Condition,SNOMED,Clinical Finding,S,191476005,1/31/02,12/31/99,NA
375519,Alcohol withdrawal syndrome,Condition,SNOMED,Clinical Finding,S,191480000,1/31/02,12/31/99,NA
4146660,Alcohol-induced anxiety disorder,Condition,SNOMED,Clinical Finding,S,34938008,1/31/02,12/31/99,NA
4205002,Alcohol-induced mood disorder,Condition,SNOMED,Clinical Finding,S,53936005,1/31/02,12/31/99,NA
376383,Alcohol-induced organic mental disorder,Condition,SNOMED,Clinical Finding,S,29212009,1/31/02,12/31/99,NA
374317,Alcohol-induced psychosis,Condition,SNOMED,Clinical Finding,S,42344001,1/31/02,12/31/99,NA
442582,Alcohol-induced psychotic disorder with delusions,Condition,SNOMED,Clinical Finding,S,61144001,1/31/02,12/31/99,NA
4302744,Alcohol-induced sexual dysfunction,Condition,SNOMED,Clinical Finding,S,78524005,1/31/02,12/31/99,NA
375794,Alcohol-induced sleep disorder,Condition,SNOMED,Clinical Finding,S,41083005,1/31/02,12/31/99,NA
434327,Cannabis abuse,Condition,SNOMED,Clinical Finding,S,37344009,1/31/02,12/31/99,NA
4272313,Cannabis delusional disorder,Condition,SNOMED,Clinical Finding,S,63649001,1/31/02,12/31/99,NA
440387,Cannabis dependence,Condition,SNOMED,Clinical Finding,S,85005007,1/31/02,12/31/99,NA
440996,Cannabis dependence in remission,Condition,SNOMED,Clinical Finding,S,191839003,1/31/02,12/31/99,NA
4052690,Cannabis intoxication,Condition,SNOMED,Clinical Finding,S,23527004,1/31/02,12/31/99,NA
4220197,Cannabis intoxication delirium,Condition,SNOMED,Clinical Finding,S,39807006,1/31/02,12/31/99,NA
45766641,Cannabis withdrawal,Condition,SNOMED,Clinical Finding,S,703848005,7/31/14,12/31/99,NA
4221077,Cannabis-induced anxiety disorder,Condition,SNOMED,Clinical Finding,S,39951001,1/31/02,12/31/99,NA
4300092,Cannabis-induced organic mental disorder,Condition,SNOMED,Clinical Finding,S,77355000,1/31/02,12/31/99,NA
4097389,Cannabis-induced psychotic disorder with hallucinations,Condition,SNOMED,Clinical Finding,S,26714005,1/31/02,12/31/99,NA
439005,Chronic alcoholism in remission,Condition,SNOMED,Clinical Finding,S,191813001,1/31/02,12/31/99,NA
432303,Cocaine abuse,Condition,SNOMED,Clinical Finding,S,78267003,1/31/02,12/31/99,NA
4148140,Cocaine delusional disorder,Condition,SNOMED,Clinical Finding,S,30491001,1/31/02,12/31/99,NA
436389,Cocaine dependence,Condition,SNOMED,Clinical Finding,S,31956009,1/31/02,12/31/99,NA
432302,Cocaine dependence in remission,Condition,SNOMED,Clinical Finding,S,191833002,1/31/02,12/31/99,NA
4101256,Cocaine intoxication,Condition,SNOMED,Clinical Finding,S,27956007,1/31/02,12/31/99,NA
4290062,Cocaine intoxication delirium,Condition,SNOMED,Clinical Finding,S,70328006,1/31/02,12/31/99,NA
4216493,Cocaine withdrawal,Condition,SNOMED,Clinical Finding,S,80868005,1/31/02,12/31/99,NA
4198826,Cocaine-induced anxiety disorder,Condition,SNOMED,Clinical Finding,S,51493001,1/31/02,12/31/99,NA
4012869,Cocaine-induced mood disorder,Condition,SNOMED,Clinical Finding,S,10327003,1/31/02,12/31/99,NA
4264766,Cocaine-induced organic mental disorder,Condition,SNOMED,Clinical Finding,S,46975003,1/31/02,12/31/99,NA
4272033,Cocaine-induced psychotic disorder with hallucinations,Condition,SNOMED,Clinical Finding,S,6348008,1/31/02,12/31/99,NA
4313135,Cocaine-induced sexual dysfunction,Condition,SNOMED,Clinical Finding,S,8686000,1/31/02,12/31/99,NA
4331287,Cocaine-induced sleep disorder,Condition,SNOMED,Clinical Finding,S,22574000,1/31/02,12/31/99,NA
42538586,Delirium caused by stimulant,Condition,SNOMED,Clinical Finding,S,762324008,1/31/18,12/31/99,NA
37309681,Delirium due to drug withdrawal,Condition,SNOMED,Clinical Finding,S,1.62367E+16,1/31/20,12/31/99,NA
378726,Dementia associated with alcoholism,Condition,SNOMED,Clinical Finding,S,281004,1/31/02,12/31/99,NA
36714559,Disorder caused by alcohol,Condition,SNOMED,Clinical Finding,S,719848005,1/31/17,12/31/99,NA
42537692,Disorder caused by cannabis,Condition,SNOMED,Clinical Finding,S,737226008,1/31/18,12/31/99,NA
43530681,Drug abuse in remission,Condition,SNOMED,Clinical Finding,S,1.471E+12,7/31/13,12/31/99,NA
440069,Drug dependence,Condition,SNOMED,Clinical Finding,S,191816009,1/31/02,12/31/99,NA
43530680,Drug dependence in remission,Condition,SNOMED,Clinical Finding,S,1.461E+12,7/31/13,12/31/99,NA
441260,Drug withdrawal,Condition,SNOMED,Clinical Finding,S,363101005,1/31/02,12/31/99,NA
373449,Drug-induced delirium,Condition,SNOMED,Clinical Finding,S,191492000,1/31/02,12/31/99,NA
443559,Drug-induced delusional disorder,Condition,SNOMED,Clinical Finding,S,427975003,1/31/08,12/31/99,NA
434900,Drug-induced psychosis,Condition,SNOMED,Clinical Finding,S,191483003,1/31/02,12/31/99,NA
435792,Drug-induced sleep disorder,Condition,SNOMED,Clinical Finding,S,418475009,1/31/06,12/31/99,NA
444363,Drug-related disorder,Condition,SNOMED,Clinical Finding,S,87858002,1/31/02,12/31/99,NA
437245,Hallucinogen abuse,Condition,SNOMED,Clinical Finding,S,74851005,1/31/02,12/31/99,NA
4176286,Hallucinogen delusional disorder,Condition,SNOMED,Clinical Finding,S,50933003,1/31/02,12/31/99,NA
433180,Hallucinogen dependence,Condition,SNOMED,Clinical Finding,S,38247002,1/31/02,12/31/99,NA
434921,Hallucinogen dependence in remission,Condition,SNOMED,Clinical Finding,S,191851001,1/31/02,12/31/99,NA
4137955,Hallucinogen hallucinosis,Condition,SNOMED,Clinical Finding,S,32009006,1/31/02,12/31/99,NA
4173746,Hallucinogen intoxication,Condition,SNOMED,Clinical Finding,S,50320000,1/31/02,12/31/99,NA
4236877,Hallucinogen intoxication delirium,Condition,SNOMED,Clinical Finding,S,40571009,1/31/02,12/31/99,NA
4029464,Hallucinogen mood disorder,Condition,SNOMED,Clinical Finding,S,1383008,1/31/02,12/31/99,NA
4035299,Hallucinogen-induced anxiety disorder,Condition,SNOMED,Clinical Finding,S,15277004,1/31/02,12/31/99,NA
4203152,Hallucinogen-induced organic mental disorder,Condition,SNOMED,Clinical Finding,S,53050002,1/31/02,12/31/99,NA
440987,Hallucinosis caused by drug,Condition,SNOMED,Clinical Finding,S,191486006,1/31/02,12/31/99,NA
37110444,Harmful pattern of use of nicotine,Condition,SNOMED,Clinical Finding,S,724697004,7/31/17,12/31/99,NA
443236,Hypnotic or anxiolytic dependence,Condition,SNOMED,Clinical Finding,S,268640002,1/31/02,12/31/99,NA
434015,Hypnotic or anxiolytic dependence in remission,Condition,SNOMED,Clinical Finding,S,191827006,1/31/02,12/31/99,NA
4290538,Inhalant abuse,Condition,SNOMED,Clinical Finding,S,70340006,1/31/02,12/31/99,NA
4176120,Inhalant dependence,Condition,SNOMED,Clinical Finding,S,5002000,1/31/02,12/31/99,NA
4264649,Inhalant intoxication,Condition,SNOMED,Clinical Finding,S,60901005,1/31/02,12/31/99,NA
4092830,Inhalant intoxication delirium,Condition,SNOMED,Clinical Finding,S,18689007,1/31/02,12/31/99,NA
4049341,Inhalant-induced anxiety disorder,Condition,SNOMED,Clinical Finding,S,20876004,1/31/02,12/31/99,NA
4232492,Inhalant-induced mood disorder,Condition,SNOMED,Clinical Finding,S,89451009,1/31/02,12/31/99,NA
4264889,Inhalant-induced organic mental disorder,Condition,SNOMED,Clinical Finding,S,61104008,1/31/02,12/31/99,NA
4139421,Inhalant-induced persisting dementia,Condition,SNOMED,Clinical Finding,S,32875003,1/31/02,12/31/99,NA
4327348,Inhalant-induced psychotic disorder with delusions,Condition,SNOMED,Clinical Finding,S,75122001,1/31/02,12/31/99,NA
4271051,Inhalant-induced psychotic disorder with hallucinations,Condition,SNOMED,Clinical Finding,S,63983005,1/31/02,12/31/99,NA
436079,Mood disorder caused by drug,Condition,SNOMED,Clinical Finding,S,429672007,1/31/08,12/31/99,NA
4209423,Nicotine dependence,Condition,SNOMED,Clinical Finding,S,56294008,1/31/02,12/31/99,NA
4284541,Nicotine poisoning,Condition,SNOMED,Clinical Finding,S,66884007,1/31/02,12/31/99,NA
4233811,Nicotine withdrawal,Condition,SNOMED,Clinical Finding,S,90755006,1/31/02,12/31/99,NA
4146763,Nicotine-induced organic mental disorder,Condition,SNOMED,Clinical Finding,S,30310000,1/31/02,12/31/99,NA
435231,Nondependent cannabis abuse in remission,Condition,SNOMED,Clinical Finding,S,191895007,1/31/02,12/31/99,NA
436098,Nondependent cocaine abuse in remission,Condition,SNOMED,Clinical Finding,S,191920007,1/31/02,12/31/99,NA
441272,Nondependent hallucinogen abuse in remission,Condition,SNOMED,Clinical Finding,S,191901005,1/31/02,12/31/99,NA
436088,Nondependent opioid abuse in remission,Condition,SNOMED,Clinical Finding,S,191914006,1/31/02,12/31/99,NA
438130,Opioid abuse,Condition,SNOMED,Clinical Finding,S,5602001,1/31/02,12/31/99,NA
438120,Opioid dependence,Condition,SNOMED,Clinical Finding,S,75544000,1/31/02,12/31/99,NA
432301,Opioid dependence in remission,Condition,SNOMED,Clinical Finding,S,191821007,1/31/02,12/31/99,NA
4299094,Opioid intoxication,Condition,SNOMED,Clinical Finding,S,77721001,1/31/02,12/31/99,NA
