hd_domain,cssr_category_1,cssr_category_1_description,self_selected_category,icd10cm_code,icd10cm_code_description,exclude,Number_of_Paper_Support (out of 9 studies),symptomatic,measured,syndromic,systemic,clincian_interest,cluster_category,notes,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,partition_0
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R193,Abdominal rigidity,1,0,NA,NA,1,0,clinician,Gastrointestinal,NA,1572211,Abdominal rigidity,Condition,ICD10CM,4-char nonbill code,NA,R19.3,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1930,"Abdominal rigidity, unspecified site",1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45553718,"Abdominal rigidity, unspecified site",Condition,ICD10CM,5-char billing code,NA,R19.30,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1931,Right upper quadrant abdominal rigidity,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45534434,Right upper quadrant abdominal rigidity,Condition,ICD10CM,5-char billing code,NA,R19.31,2014-07-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1932,Left upper quadrant abdominal rigidity,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45553719,Left upper quadrant abdominal rigidity,Condition,ICD10CM,5-char billing code,NA,R19.32,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1933,Right lower quadrant abdominal rigidity,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45568118,Right lower quadrant abdominal rigidity,Condition,ICD10CM,5-char billing code,NA,R19.33,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1934,Left lower quadrant abdominal rigidity,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45548954,Left lower quadrant abdominal rigidity,Condition,ICD10CM,5-char billing code,NA,R19.34,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1935,Periumbilic abdominal rigidity,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45553720,Periumbilic abdominal rigidity,Condition,ICD10CM,5-char billing code,NA,R19.35,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1936,Epigastric abdominal rigidity,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45544134,Epigastric abdominal rigidity,Condition,ICD10CM,5-char billing code,NA,R19.36,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R1937,Generalized abdominal rigidity,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,45597171,Generalized abdominal rigidity,Condition,ICD10CM,5-char billing code,NA,R19.37,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R194,Change in bowel habit,1,3,NA,NA,1,0,clinician,Gastrointestinal,NA,35211300,Change in bowel habit,Observation,ICD10CM,4-char billing code,NA,R19.4,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R195,Other fecal abnormalities,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,35211301,Other fecal abnormalities,Observation,ICD10CM,4-char billing code,NA,R19.5,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R196,Halitosis,1,1,NA,NA,1,0,clinician,Gastrointestinal,NA,35211302,Halitosis,Condition,ICD10CM,4-char billing code,NA,R19.6,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R197,"Diarrhea, unspecified",1,3,NA,NA,1,0,clinician,Gastrointestinal,NA,45534435,"Diarrhea, unspecified",Condition,ICD10CM,4-char billing code,NA,R19.7,1970-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,Pain,R198,Other specified symptoms and signs involving the digestive system and abdomen,1,2,NA,NA,1,0,clinician,Gastrointestinal,NA,35211303,Other specified symptoms and signs involving the digestive system and abdomen,Condition,ICD10CM,4-char billing code,NA,R19.8,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM011,Genitourinary signs and symptoms,Pain,R30,Pain associated with micturition,1,0,NA,NA,1,0,clinician,Genito-urinary,NA,1572226,Pain associated with micturition,Condition,ICD10CM,3-char nonbill code,NA,R30,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM011,Genitourinary signs and symptoms,Pain,R309,"Painful micturition, unspecified",1,0,NA,NA,1,0,clinician,Genito-urinary,NA,35211338,"Painful micturition, unspecified",Condition,ICD10CM,4-char billing code,NA,R30.9,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM011,Genitourinary signs and symptoms,Pain,R3982,Chronic bladder pain,1,0,NA,NA,1,0,clinician,Genito-urinary,NA,37201092,Chronic bladder pain,Condition,ICD10CM,5-char billing code,NA,R39.82,2017-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM016,Other general signs and symptoms,Pain,R52,"Pain, unspecified",NA,3,NA,NA,1,0,clinician,General signs and symptoms,NA,35211389,"Pain, unspecified",Condition,ICD10CM,3-char billing code,NA,R52,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM016,Other general signs and symptoms,Pain,R6884,Jaw pain,NA,0,NA,NA,1,0,clinician,General signs and symptoms,NA,45577808,Jaw pain,Condition,ICD10CM,5-char billing code,NA,R68.84,2006-12-30,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M16,Osteoarthritis of hip,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570329,Osteoarthritis of hip,Condition,ICD10CM,3-char nonbill code,NA,M16,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M160,Bilateral primary osteoarthritis of hip,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208766,Bilateral primary osteoarthritis of hip,Condition,ICD10CM,4-char billing code,NA,M16.0,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M161,Unilateral primary osteoarthritis of hip,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570330,Unilateral primary osteoarthritis of hip,Condition,ICD10CM,4-char nonbill code,NA,M16.1,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1610,"Unilateral primary osteoarthritis, unspecified hip",NA,NA,NA,NA,NA,NA,NA,NA,NA,45577163,"Unilateral primary osteoarthritis, unspecified hip",Condition,ICD10CM,5-char billing code,NA,M16.10,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1611,"Unilateral primary osteoarthritis, right hip",NA,NA,NA,NA,NA,NA,NA,NA,NA,45586889,"Unilateral primary osteoarthritis, right hip",Condition,ICD10CM,5-char billing code,NA,M16.11,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1612,"Unilateral primary osteoarthritis, left hip",NA,NA,NA,NA,NA,NA,NA,NA,NA,45577164,"Unilateral primary osteoarthritis, left hip",Condition,ICD10CM,5-char billing code,NA,M16.12,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M162,Bilateral osteoarthritis resulting from hip dysplasia,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208767,Bilateral osteoarthritis resulting from hip dysplasia,Condition,ICD10CM,4-char billing code,NA,M16.2,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M163,Unilateral osteoarthritis resulting from hip dysplasia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570331,Unilateral osteoarthritis resulting from hip dysplasia,Condition,ICD10CM,4-char nonbill code,NA,M16.3,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1630,"Unilateral osteoarth resulting from hip dysplasia, unsp hip",NA,NA,NA,NA,NA,NA,NA,NA,NA,45606126,"Unilateral osteoarthritis resulting from hip dysplasia, unspecified hip",Condition,ICD10CM,5-char billing code,NA,M16.30,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1631,"Unilateral osteoarth resulting from hip dysplasia, right hip",NA,NA,NA,NA,NA,NA,NA,NA,NA,45553095,"Unilateral osteoarthritis resulting from hip dysplasia, right hip",Condition,ICD10CM,5-char billing code,NA,M16.31,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1632,"Unilateral osteoarth resulting from hip dysplasia, left hip",NA,NA,NA,NA,NA,NA,NA,NA,NA,45572372,"Unilateral osteoarthritis resulting from hip dysplasia, left hip",Condition,ICD10CM,5-char billing code,NA,M16.32,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M164,Bilateral post-traumatic osteoarthritis of hip,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208768,Bilateral post-traumatic osteoarthritis of hip,Condition,ICD10CM,4-char billing code,NA,M16.4,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M165,Unilateral post-traumatic osteoarthritis of hip,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570332,Unilateral post-traumatic osteoarthritis of hip,Condition,ICD10CM,4-char nonbill code,NA,M16.5,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1650,"Unilateral post-traumatic osteoarthritis, unspecified hip",NA,NA,NA,NA,NA,NA,NA,NA,NA,45601349,"Unilateral post-traumatic osteoarthritis, unspecified hip",Condition,ICD10CM,5-char billing code,NA,M16.50,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1651,"Unilateral post-traumatic osteoarthritis, right hip",NA,NA,NA,NA,NA,NA,NA,NA,NA,45543484,"Unilateral post-traumatic osteoarthritis, right hip",Condition,ICD10CM,5-char billing code,NA,M16.51,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1652,"Unilateral post-traumatic osteoarthritis, left hip",NA,NA,NA,NA,NA,NA,NA,NA,NA,45572373,"Unilateral post-traumatic osteoarthritis, left hip",Condition,ICD10CM,5-char billing code,NA,M16.52,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M166,Other bilateral secondary osteoarthritis of hip,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208769,Other bilateral secondary osteoarthritis of hip,Condition,ICD10CM,4-char billing code,NA,M16.6,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M167,Other unilateral secondary osteoarthritis of hip,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208770,Other unilateral secondary osteoarthritis of hip,Condition,ICD10CM,4-char billing code,NA,M16.7,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M169,"Osteoarthritis of hip, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,35208771,"Osteoarthritis of hip, unspecified",Condition,ICD10CM,4-char billing code,NA,M16.9,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M17,Osteoarthritis of knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570333,Osteoarthritis of knee,Condition,ICD10CM,3-char nonbill code,NA,M17,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M170,Bilateral primary osteoarthritis of knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208772,Bilateral primary osteoarthritis of knee,Condition,ICD10CM,4-char billing code,NA,M17.0,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M171,Unilateral primary osteoarthritis of knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570334,Unilateral primary osteoarthritis of knee,Condition,ICD10CM,4-char nonbill code,NA,M17.1,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1710,"Unilateral primary osteoarthritis, unspecified knee",NA,NA,NA,NA,NA,NA,NA,NA,NA,45567469,"Unilateral primary osteoarthritis, unspecified knee",Condition,ICD10CM,5-char billing code,NA,M17.10,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1711,"Unilateral primary osteoarthritis, right knee",NA,NA,NA,NA,NA,NA,NA,NA,NA,45577165,"Unilateral primary osteoarthritis, right knee",Condition,ICD10CM,5-char billing code,NA,M17.11,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1712,"Unilateral primary osteoarthritis, left knee",NA,NA,NA,NA,NA,NA,NA,NA,NA,45538681,"Unilateral primary osteoarthritis, left knee",Condition,ICD10CM,5-char billing code,NA,M17.12,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M172,Bilateral post-traumatic osteoarthritis of knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208773,Bilateral post-traumatic osteoarthritis of knee,Condition,ICD10CM,4-char billing code,NA,M17.2,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M173,Unilateral post-traumatic osteoarthritis of knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570335,Unilateral post-traumatic osteoarthritis of knee,Condition,ICD10CM,4-char nonbill code,NA,M17.3,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1730,"Unilateral post-traumatic osteoarthritis, unspecified knee",NA,NA,NA,NA,NA,NA,NA,NA,NA,45538682,"Unilateral post-traumatic osteoarthritis, unspecified knee",Condition,ICD10CM,5-char billing code,NA,M17.30,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1731,"Unilateral post-traumatic osteoarthritis, right knee",NA,NA,NA,NA,NA,NA,NA,NA,NA,45548321,"Unilateral post-traumatic osteoarthritis, right knee",Condition,ICD10CM,5-char billing code,NA,M17.31,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1732,"Unilateral post-traumatic osteoarthritis, left knee",NA,NA,NA,NA,NA,NA,NA,NA,NA,45538683,"Unilateral post-traumatic osteoarthritis, left knee",Condition,ICD10CM,5-char billing code,NA,M17.32,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M174,Other bilateral secondary osteoarthritis of knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208774,Other bilateral secondary osteoarthritis of knee,Condition,ICD10CM,4-char billing code,NA,M17.4,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M175,Other unilateral secondary osteoarthritis of knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208775,Other unilateral secondary osteoarthritis of knee,Condition,ICD10CM,4-char billing code,NA,M17.5,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M179,"Osteoarthritis of knee, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,35208776,"Osteoarthritis of knee, unspecified",Condition,ICD10CM,4-char billing code,NA,M17.9,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M18,Osteoarthritis of first carpometacarpal joint,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570336,Osteoarthritis of first carpometacarpal joint,Condition,ICD10CM,3-char nonbill code,NA,M18,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M180,Bilateral primary osteoarth of first carpometacarp joints,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208777,Bilateral primary osteoarthritis of first carpometacarpal joints,Condition,ICD10CM,4-char billing code,NA,M18.0,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M181,Unilateral primary osteoarth of first carpometacarp joint,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570337,Unilateral primary osteoarthritis of first carpometacarpal joint,Condition,ICD10CM,4-char nonbill code,NA,M18.1,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1810,"Unil prim osteoarth of first carpometacarp joint, unsp hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45533745,"Unilateral primary osteoarthritis of first carpometacarpal joint, unspecified hand",Condition,ICD10CM,5-char billing code,NA,M18.10,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1811,"Unil primary osteoarth of first carpometacarp joint, r hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45582057,"Unilateral primary osteoarthritis of first carpometacarpal joint, right hand",Condition,ICD10CM,5-char billing code,NA,M18.11,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1812,"Unil primary osteoarth of first carpometacarp joint, l hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45548322,"Unilateral primary osteoarthritis of first carpometacarpal joint, left hand",Condition,ICD10CM,5-char billing code,NA,M18.12,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M182,Bi post-trauma osteoarth of first carpometacarp joints,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208778,Bilateral post-traumatic osteoarthritis of first carpometacarpal joints,Condition,ICD10CM,4-char billing code,NA,M18.2,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M183,Unil post-trauma osteoarth of first carpometacarp joint,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570338,Unilateral post-traumatic osteoarthritis of first carpometacarpal joint,Condition,ICD10CM,4-char nonbill code,NA,M18.3,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1830,"Unil post-trauma osteoarth of 1st carpometacarp jt,unsp hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45582059,"Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, unspecified hand",Condition,ICD10CM,5-char billing code,NA,M18.30,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1831,"Unil post-trauma osteoarth of 1st carpometacarp jt, r hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45538685,"Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, right hand",Condition,ICD10CM,5-char billing code,NA,M18.31,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1832,"Unil post-trauma osteoarth of 1st carpometacarp jt, l hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45553097,"Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, left hand",Condition,ICD10CM,5-char billing code,NA,M18.32,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M184,Oth bi secondary osteoarth of first carpometacarp joints,NA,NA,NA,NA,NA,NA,NA,NA,NA,35208779,Other bilateral secondary osteoarthritis of first carpometacarpal joints,Condition,ICD10CM,4-char billing code,NA,M18.4,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M185,Oth unil secondary osteoarth of first carpometacarp joint,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570339,Other unilateral secondary osteoarthritis of first carpometacarpal joint,Condition,ICD10CM,4-char nonbill code,NA,M18.5,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1850,"Oth unil sec osteoarth of 1st carpometacarp joint, unsp hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45538686,"Other unilateral secondary osteoarthritis of first carpometacarpal joint, unspecified hand",Condition,ICD10CM,5-char billing code,NA,M18.50,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1851,"Oth unil sec osteoarth of first carpometacarp joint, r hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45586890,"Other unilateral secondary osteoarthritis of first carpometacarpal joint, right hand",Condition,ICD10CM,5-char billing code,NA,M18.51,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1852,"Oth unil sec osteoarth of first carpometacarp joint, l hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45567471,"Other unilateral secondary osteoarthritis of first carpometacarpal joint, left hand",Condition,ICD10CM,5-char billing code,NA,M18.52,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M189,"Osteoarthritis of first carpometacarpal joint, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,35208780,"Osteoarthritis of first carpometacarpal joint, unspecified",Condition,ICD10CM,4-char billing code,NA,M18.9,2007-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19,Other and unspecified osteoarthritis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570340,Other and unspecified osteoarthritis,Condition,ICD10CM,3-char nonbill code,NA,M19,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M190,Primary osteoarthritis of other joints,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570341,Primary osteoarthritis of other joints,Condition,ICD10CM,4-char nonbill code,NA,M19.0,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1901,"Primary osteoarthritis, shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570342,"Primary osteoarthritis, shoulder",Condition,ICD10CM,5-char nonbill code,NA,M19.01,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19011,"Primary osteoarthritis, right shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,45591743,"Primary osteoarthritis, right shoulder",Condition,ICD10CM,6-char billing code,NA,M19.011,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19012,"Primary osteoarthritis, left shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,45567472,"Primary osteoarthritis, left shoulder",Condition,ICD10CM,6-char billing code,NA,M19.012,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19019,"Primary osteoarthritis, unspecified shoulder",NA,NA,NA,NA,NA,NA,NA,NA,NA,45538687,"Primary osteoarthritis, unspecified shoulder",Condition,ICD10CM,6-char billing code,NA,M19.019,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1902,"Primary osteoarthritis, elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570343,"Primary osteoarthritis, elbow",Condition,ICD10CM,5-char nonbill code,NA,M19.02,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19021,"Primary osteoarthritis, right elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,45533746,"Primary osteoarthritis, right elbow",Condition,ICD10CM,6-char billing code,NA,M19.021,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19022,"Primary osteoarthritis, left elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,45533747,"Primary osteoarthritis, left elbow",Condition,ICD10CM,6-char billing code,NA,M19.022,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19029,"Primary osteoarthritis, unspecified elbow",NA,NA,NA,NA,NA,NA,NA,NA,NA,45606131,"Primary osteoarthritis, unspecified elbow",Condition,ICD10CM,6-char billing code,NA,M19.029,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1903,"Primary osteoarthritis, wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570344,"Primary osteoarthritis, wrist",Condition,ICD10CM,5-char nonbill code,NA,M19.03,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19031,"Primary osteoarthritis, right wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,45591744,"Primary osteoarthritis, right wrist",Condition,ICD10CM,6-char billing code,NA,M19.031,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19032,"Primary osteoarthritis, left wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,45572374,"Primary osteoarthritis, left wrist",Condition,ICD10CM,6-char billing code,NA,M19.032,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19039,"Primary osteoarthritis, unspecified wrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,45586891,"Primary osteoarthritis, unspecified wrist",Condition,ICD10CM,6-char billing code,NA,M19.039,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1904,"Primary osteoarthritis, hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,1570345,"Primary osteoarthritis, hand",Condition,ICD10CM,5-char nonbill code,NA,M19.04,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19041,"Primary osteoarthritis, right hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45596495,"Primary osteoarthritis, right hand",Condition,ICD10CM,6-char billing code,NA,M19.041,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19042,"Primary osteoarthritis, left hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45557807,"Primary osteoarthritis, left hand",Condition,ICD10CM,6-char billing code,NA,M19.042,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19049,"Primary osteoarthritis, unspecified hand",NA,NA,NA,NA,NA,NA,NA,NA,NA,45533748,"Primary osteoarthritis, unspecified hand",Condition,ICD10CM,6-char billing code,NA,M19.049,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1907,Primary osteoarthritis ankle and foot,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570346,Primary osteoarthritis ankle and foot,Condition,ICD10CM,5-char nonbill code,NA,M19.07,2012-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19071,"Primary osteoarthritis, right ankle and foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,45586892,"Primary osteoarthritis, right ankle and foot",Condition,ICD10CM,6-char billing code,NA,M19.071,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19072,"Primary osteoarthritis, left ankle and foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,45601354,"Primary osteoarthritis, left ankle and foot",Condition,ICD10CM,6-char billing code,NA,M19.072,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M19079,"Primary osteoarthritis, unspecified ankle and foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,45557808,"Primary osteoarthritis, unspecified ankle and foot",Condition,ICD10CM,6-char billing code,NA,M19.079,1970-01-01,2099-12-31,NA,1
NA,NA,NA,osteoarthritis,M1909,"Primary osteoarthritis, other specified site",NA,NA,NA,NA,NA,NA,NA,NA,NA,725378,"Primary osteoarthritis, other specified site",Condition,ICD10CM,5-char billing code,NA,M19.09,2021-01-01,2099-12-31,NA,1
